Institute,Branch,Duration (Years),Degree Title,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT Ropar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14807,17810
IIT Ropar,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10832,13777
IIT Ropar,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21792,23034
IIT (BHU) Varanasi,Architecture,5,Bachelor of Architecture,AI,OPEN,Gender-Neutral,18471,20792
IIT (BHU) Varanasi,Architecture,5,Bachelor of Architecture,AI,OPEN,Female-only (including Supernumerary),26381,28481
IIT (BHU) Varanasi,Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11390,13255
IIT (BHU) Varanasi,Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20988,21087
IIT (BHU) Varanasi,Bioengineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11380,12759
IIT (BHU) Varanasi,Bioengineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15513,16058
IIT (BHU) Varanasi,Ceramic Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10901,13064
IIT (BHU) Varanasi,Ceramic Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20457,22766
IIT (BHU) Varanasi,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6239,8381
IIT (BHU) Varanasi,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12041,16660
IIT (BHU) Varanasi,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7606,10278
IIT (BHU) Varanasi,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16913,19519
IIT (BHU) Varanasi,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,747,1489
IIT (BHU) Varanasi,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2832,3784
IIT (BHU) Varanasi,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2343,3537
IIT (BHU) Varanasi,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6062,8129
IIT (BHU) Varanasi,Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1956,2635
IIT (BHU) Varanasi,Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5798,6498
IIT (BHU) Varanasi,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5457,8441
IIT (BHU) Varanasi,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15137,16930
IIT (BHU) Varanasi,Industrial Chemistry,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9815,12721
IIT (BHU) Varanasi,Industrial Chemistry,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20141,21701
IIT (BHU) Varanasi,Materials Science and Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7517,10851
IIT (BHU) Varanasi,Materials Science and Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17744,17911
IIT (BHU) Varanasi,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1481,1924
IIT (BHU) Varanasi,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4466,5444
IIT (BHU) Varanasi,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4787,7286
IIT (BHU) Varanasi,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14049,16650
IIT (BHU) Varanasi,Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8214,11398
IIT (BHU) Varanasi,Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16852,20035
IIT (BHU) Varanasi,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11434,14243
IIT (BHU) Varanasi,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19228,24539
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11585,14447
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21754,24662
IIT Guwahati,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6303,10727
IIT Guwahati,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15421,15919
IIT Guwahati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4289,6053
IIT Guwahati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10815,12587
IIT Guwahati,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6432,7958
IIT Guwahati,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13063,15815
IIT Guwahati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7268,9021
IIT Guwahati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13434,16742
IIT Guwahati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,504,792
IIT Guwahati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2210,2694
IIT Guwahati,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,873,1078
IIT Guwahati,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2877,3235
IIT Guwahati,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1497,1829
IIT Guwahati,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4863,5298
IIT Guwahati,Electronics and Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1934,2195
IIT Guwahati,Electronics and Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5381,6224
IIT Guwahati,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5870,6610
IIT Guwahati,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11994,13282
IIT Guwahati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4635,7117
IIT Guwahati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11828,13774
IIT Guwahati,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,899,1276
IIT Guwahati,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2755,3849
IIT Guwahati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3984,4892
IIT Guwahati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8789,12699
IIT Bhilai,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4462,7382
IIT Bhilai,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10332,12896
IIT Bhilai,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7001,7934
IIT Bhilai,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8600,13039
IIT Bhilai,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9645,11592
IIT Bhilai,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17806,20173
IIT Bhilai,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7464,9668
IIT Bhilai,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14098,16191
IIT Bhilai,Materials Science and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14920,17478
IIT Bhilai,Materials Science and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),25818,25868
IIT Bhilai,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11516,14788
IIT Bhilai,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21141,23230
IIT Bhilai,Mechatronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10662,12254
IIT Bhilai,Mechatronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20224,21456
IIT Goa,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4256,6242
IIT Goa,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11372,12211
IIT Goa,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8410,10095
IIT Goa,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16260,20274
IIT Goa,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5436,7932
IIT Goa,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12652,14787
IIT Goa,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9914,13451
IIT Goa,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20436,21845
IIT Palakkad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14109,16753
IIT Palakkad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21748,26004
IIT Palakkad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4530,6454
IIT Palakkad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6843,8965
IIT Palakkad,Data Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6845,8640
IIT Palakkad,Data Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10280,12097
IIT Palakkad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8020,10396
IIT Palakkad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12743,18585
IIT Palakkad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8596,12606
IIT Palakkad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14960,21192
IIT Tirupati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12799,15636
IIT Tirupati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17851,21967
IIT Tirupati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8956,16548
IIT Tirupati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20635,24725
IIT Tirupati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1916,5034
IIT Tirupati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5686,8459
IIT Tirupati,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5098,9468
IIT Tirupati,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13602,15060
IIT Tirupati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10165,12915
IIT Tirupati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16299,16299
IIT Tirupati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9551,12143
IIT Tirupati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16542,20391
IIT Jammu,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13386,16284
IIT Jammu,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),22711,24291
IIT Jammu,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,15448,17263
IIT Jammu,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),25908,26767
IIT Jammu,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4704,6651
IIT Jammu,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9950,11104
IIT Jammu,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9759,11399
IIT Jammu,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16793,19155
IIT Jammu,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13029,15917
IIT Jammu,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),23652,24772
IIT Jammu,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,16833,18156
IIT Jammu,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),26085,26645
IIT Jammu,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7000,8559
IIT Jammu,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13000,16599
IIT Jammu,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11301,14453
IIT Jammu,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19472,23611
IIT Dharwad,Chemical and Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14722,16680
IIT Dharwad,Chemical and Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),25164,25533
IIT Dharwad,Civil and Infrastructure Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,16126,17472
IIT Dharwad,Civil and Infrastructure Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24028,25304
IIT Dharwad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4742,7208
IIT Dharwad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8455,10860
IIT Dharwad,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9720,11051
IIT Dharwad,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13284,16098
IIT Dharwad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7720,9476
IIT Dharwad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12798,15997
IIT Dharwad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13180,15353
IIT Dharwad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21963,22094
IIT Dharwad,Interdisciplinary Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,16198,18979
IIT Dharwad,Interdisciplinary Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),23364,26886
IIT Dharwad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7381,8222
IIT Dharwad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12015,12405
IIT Dharwad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11721,14852
IIT Dharwad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16959,22350
